WS10M,PS,PRECTOTCORR,T2MDEW,ALLSKY_SFC_LW_DWN,WS50M_RANGE,Evaporation_Rate,Sensible_Heat_Flux,date
2.0116,72.9688,0.0,-14.1464,219.0764,3.44,218.2183898249263,39.6767321346165,2019-12-23
2.0252,73.0196,0.0,-14.84,212.7192,3.3772,211.84295686429311,40.08012005954466,2019-12-24
2.032,72.856,0.0,-15.9888,213.6204,3.3872,212.66305260888504,40.303842076077,2019-12-25
2.34,72.7044,0.0,-16.8064,211.1768,4.1984,210.17135453191287,46.46403672703772,2019-12-26
3.6404,72.9528,0.0,-16.4504,209.0652,4.3916,208.09575073835398,72.43171092423752,2019-12-27
2.3484,73.11,0.0,-14.6708,220.8084,3.5624,219.9099923896178,46.50355131017084,2019-12-28
1.7524,73.1544,0.0,-13.6272,219.7484,2.9872,218.91949979403543,34.582870938241406,2019-12-29
2.1572,73.0736,0.0,-12.7584,223.684,3.0996,222.89136918985255,42.38252334752533,2019-12-30
2.9496,73.0836,0.0,-14.0176,223.0164,5.1096,222.15107765342674,58.24038056211782,2019-12-31
2.5172,73.2056,0.0472,-11.5504,230.54,5.006,229.79046163130582,49.315996933921745,2020-01-01
2.2324,73.2224,1.016,-6.3684,253.9772,4.5908,253.4005226691913,42.896609311856835,2020-01-02
2.0,72.95,0.4608,-6.3152,244.6832,3.4416,244.12962248092066,38.28033133573234,2020-01-03
2.3132,72.72,1.1928,-8.5364,245.9748,3.9024,245.327080261497,44.505917390276146,2020-01-04
2.3548,72.7664,0.1008,-11.9816,224.512,3.982,223.75936077179327,45.9332476855871,2020-01-05
2.3828,73.0304,2.7632,-7.164,271.304,4.2532,270.65376659512145,45.8031511288363,2020-01-06
2.7312,72.8544,5.6936,-3.9708,276.5964,3.5892,276.0615572972207,51.75241926120681,2020-01-07
3.9776,72.54,13.2436,-5.3312,278.74,5.802,278.1498265196346,75.42589346178116,2020-01-08
2.316,72.7188,4.1744,-10.2036,242.4828,4.0804,241.76580528861703,44.84157872688778,2020-01-09
2.412,73.018,0.0528,-15.5784,214.344,3.4468,213.41199859767968,47.87095878689992,2020-01-10
1.9232,73.1764,0.0556,-12.8308,239.2508,3.224,238.39859693235368,37.848803454842525,2020-01-11
2.1932,73.1412,0.04,-6.3168,266.6832,3.5108,266.0797837887869,42.0884874843936,2020-01-12
4.2864,72.8028,4.4372,-4.054,283.248,7.9928,282.69726503948135,81.18885219226514,2020-01-13
3.7192,72.7988,2.3648,-4.4464,274.2312,5.4816,273.68390974526113,70.54449577622334,2020-01-14
2.8152,72.9156,0.8852,-6.2052,250.064,4.3788,249.50244247224893,53.83579208640874,2020-01-15
2.984,72.7236,9.616,-5.502,277.0012,6.4724,276.40794396085766,56.764007749288275,2020-01-16
2.8864,72.7232,9.0012,-5.968,278.6448,4.4944,278.02900382862043,55.002846419983044,2020-01-17
2.1932,72.7868,1.7328,-8.474,262.9532,3.2712,262.26374597639614,42.22592441731128,2020-01-18
2.0284,72.7968,0.0156,-12.666,217.8208,3.3476,217.05403678418364,39.68694812680268,2020-01-19
2.2828,72.8216,0.0124,-12.9396,248.028,4.6056,247.13761082277085,44.726642205278395,2020-01-20
2.8932,72.9472,0.04,-7.4312,262.3984,5.0868,261.7579351961252,55.60676952748924,2020-01-21
2.708,73.042,0.0012,-9.27,220.4,4.5916,219.7893866049974,52.47805203878968,2020-01-22
2.7396,72.8456,0.0,-15.4552,205.4824,4.224,204.59697811763795,54.21852420468925,2020-01-23
2.4952,72.9344,0.0,-14.2496,213.9384,4.3036,213.09421315307569,49.211649231923204,2020-01-24
2.4216,72.9344,0.0004,-10.6896,245.5744,4.09,244.82306616463998,47.11225598354963,2020-01-25
2.5008,72.7392,0.018,-7.5064,230.4036,4.6072,229.83832994109088,47.94143051572843,2020-01-26
2.3288,72.6408,0.6964,-10.46,257.3076,5.2088,256.5329678025486,45.08500636303135,2020-01-27
3.4976,72.5804,9.4912,-4.5984,280.4612,5.6092,279.89578024692963,66.17967321063166,2020-01-28
2.8784,72.7612,8.7668,-5.9344,270.0436,5.2628,269.44816326963235,54.87215988833693,2020-01-29
2.2828,72.7376,0.0816,-11.552,226.002,3.0076,225.26713236956437,44.43807900358861,2020-01-30
2.6096,72.6496,0.0,-12.51,226.6164,4.4716,225.82752853354373,50.924757444259065,2020-01-31
2.1112,72.7396,0.294,-10.8304,238.4288,2.8288,237.69206282640175,40.98570494183662,2020-02-01
2.6232,73.0268,0.0,-13.7796,212.9648,4.1808,212.15259255111533,51.70780796830352,2020-02-02
2.2112,73.0236,0.0,-13.7204,214.61,3.3808,213.79501332675122,43.57471989308437,2020-02-03
2.5564,72.8676,0.0,-13.9456,229.2692,4.3248,228.38424396266498,50.31341200625639,2020-02-04
2.45,72.8004,0.0,-12.3476,211.5076,4.2984,210.7798165143942,47.879668097752095,2020-02-05
2.4064,72.7212,0.0,-12.3384,217.282,4.176,216.53483805335682,46.97478674273441,2020-02-06
2.1312,72.8428,0.0216,-12.2844,225.8676,3.6004,225.09390238141296,41.66360936310056,2020-02-07
3.3252,73.068,0.0348,-14.2392,208.9172,4.5832,208.0934487685462,65.69883828207779,2020-02-08
2.5248,73.2844,0.0,-13.4584,212.74,4.224,211.9472504426318,49.88195667500488,2020-02-09
2.1684,73.1392,0.0,-11.8556,223.4952,3.4384,222.75265304352425,42.49348665743581,2020-02-10
2.1808,73.2684,0.0,-10.3324,238.0004,3.9484,237.29027842814682,42.563856080483895,2020-02-11
2.4848,73.354,0.0,-5.8936,242.1872,4.256,241.65465283576813,47.74742884324481,2020-02-12
3.0876,73.2264,0.0,-3.8384,256.7492,5.0208,256.2570709612133,58.7755254945826,2020-02-13
3.0868,72.88,0.0,-5.6952,233.8668,5.2108,233.35937558848434,58.888341587941554,2020-02-14
2.4844,72.9616,0.0,-10.0416,227.6184,4.1948,226.9529455913975,48.23297179901203,2020-02-15
2.47,73.1928,0.0,-9.9264,238.6076,4.2136,237.91561296313716,48.08430632042928,2020-02-16
2.394,73.2024,0.0,-10.4204,227.6288,3.544,226.94541872624737,46.698542529555255,2020-02-17
2.7152,73.0696,0.0,-10.5356,230.8812,4.5584,230.1824254492474,52.8911346247037,2020-02-18
2.5392,73.0772,0.0148,-7.7668,260.2676,3.8388,259.6175759997246,48.951752740800416,2020-02-19
2.5332,73.1288,1.3612,-5.7164,252.4528,3.2528,251.90426708924957,48.495877356409494,2020-02-20
3.2112,73.202,19.494,-3.664,285.0152,5.1836,284.47515931568563,61.06845866124286,2020-02-21
1.8712,73.38,5.288,-4.0108,264.6972,2.9124,264.18400700354056,35.71772786050623,2020-02-22
1.7248,73.2412,130.1224,-3.1388,267.7148,2.9048,267.2248123977634,32.75482479432612,2020-02-23
1.6152,72.9808,5.9028,-3.9204,252.5148,2.6336,252.02815118905713,30.65314111963337,2020-02-24
1.762,72.8648,2.3724,-3.3648,264.3432,2.9948,263.8521261964958,33.31719455727813,2020-02-25
2.52,72.9736,0.2632,-5.5228,248.7968,3.9852,248.26320433010702,48.10596457266257,2020-02-26
2.2148,73.164,0.0,-5.516,260.0432,4.066,259.48573891313873,42.38903558532646,2020-02-27
2.0404,73.1008,0.0256,-3.694,262.0648,3.4668,261.56725924196434,38.75363558246572,2020-02-28
1.9432,73.0488,3.022,-3.3624,267.98,3.9244,267.48224884630093,36.83591549745825,2020-02-29
2.3328,72.9656,0.496,-4.6584,275.316,4.2804,274.75872822965096,44.38414177529059,2020-03-01
2.2264,72.9376,0.1036,-5.6084,249.7444,3.6148,249.20568083444743,42.4938623823511,2020-03-02
2.258,72.8364,0.0232,-5.5716,244.388,3.6304,243.8621378547784,43.0312757953285,2020-03-03
2.3576,72.8212,0.4156,-6.2744,252.0688,4.39,251.50008519293593,45.038295939645415,2020-03-04
2.9304,72.7904,3.084,-5.16,278.3764,3.828,277.7937221468762,55.72438547501132,2020-03-05
3.6896,72.6888,16.038,-3.8112,280.8876,4.9468,280.35017191603055,69.71251146910595,2020-03-06
3.838,72.7996,11.8452,-3.6524,285.93,5.6948,285.3886412972132,72.58417190751881,2020-03-07
2.588,73.02,0.0452,-6.6924,233.716,4.2516,233.17354132456435,49.652469542390804,2020-03-08
2.52,72.9136,0.0,-7.8748,231.1324,3.8948,230.55085069079297,48.49258061795291,2020-03-09
2.4124,72.8496,0.0152,-7.574,245.9484,3.8692,245.34219573647144,46.32874446958279,2020-03-10
3.6328,72.7836,7.012,-2.742,290.1556,5.7872,289.6382053676455,68.45707683334481,2020-03-11
3.9348,73.024,4.27,-2.0544,283.3248,3.8872,282.8417979739184,74.20423244740354,2020-03-12
4.108,73.0044,11.2876,-1.4632,288.0816,7.156,287.6090105890238,77.28118935844728,2020-03-13
2.8852,72.9556,9.9908,-3.5576,278.9096,4.4668,278.38483092546704,54.662536078828076,2020-03-14
1.896,73.0104,6.0768,-5.914,255.6196,3.088,255.0567425632878,36.265274003638595,2020-03-15
2.2928,73.1404,0.0328,-6.306,241.782,3.7448,241.235326663343,43.99759391603332,2020-03-16
2.1952,73.1896,0.0,-4.4412,241.9112,3.4488,241.42857868904406,41.86050305382073,2020-03-17
2.526,73.0728,0.1268,-3.9072,252.2792,3.9896,251.7934302923922,47.99631132721342,2020-03-18
2.2136,72.8968,0.31,-2.8752,256.2504,3.6372,255.78945225579426,41.79890652597134,2020-03-19
1.9452,72.9024,0.058,-3.3264,263.7496,3.0316,263.26086785885536,36.795017964157324,2020-03-20
2.072,72.9584,4.2756,-2.398,270.522,2.9452,270.0503607278136,39.08915154009847,2020-03-21
2.0616,72.998,2.7428,-1.2032,275.9424,3.4648,275.4972858302014,38.74309211307892,2020-03-22
2.056,73.0696,0.106,-3.1488,256.0424,3.356,255.5734673922824,38.95444407258959,2020-03-23
2.5244,73.0248,1.2964,-0.7428,286.634,4.4516,286.18518531861844,47.37757528419261,2020-03-24
2.6072,72.996,0.0368,-0.8028,275.6252,3.5984,275.1919502936253,48.92303151372902,2020-03-25
2.3696,73.0876,0.1548,-2.2612,279.1368,3.5688,278.65447261580977,44.76004946719346,2020-03-26
3.642,73.1736,8.7704,0.5304,308.0736,5.156,307.62902096297637,68.17317685050836,2020-03-27
2.9684,73.0752,0.3384,-1.358,263.6596,4.3312,263.2300140100287,55.87514086837196,2020-03-28
3.1136,72.938,0.0608,-2.7976,255.2704,4.7144,254.81354805663,58.80974614692186,2020-03-29
2.5896,73.072,0.0,-3.9268,251.2936,4.1672,250.80909926470963,49.20781299773121,2020-03-30
2.804,73.072,0.7548,-0.9544,279.1712,4.8652,278.72806232617137,52.70001852331365,2020-03-31
3.258,72.9588,0.13,-1.1864,278.7944,3.624,278.3451739801158,61.19005532046791,2020-04-01
3.4744,72.8044,0.0524,-2.7896,259.2704,5.7196,258.806632846291,65.5024023033355,2020-04-02
2.4904,72.9416,0.0,-4.2864,236.1904,3.718,235.7240192298299,47.30153655317563,2020-04-03
2.5656,73.03,0.0,-3.3492,253.8044,4.144,253.3333890091476,48.61943183643514,2020-04-04
2.5184,73.1268,0.0052,-2.4752,269.096,3.9648,268.62447178733197,47.63391971394025,2020-04-05
3.4016,73.0408,0.0076,-3.116,262.708,5.112,262.2278970181067,64.41591489113847,2020-04-06
3.0856,72.9264,0.078,-3.0512,264.6188,5.3164,264.13726198647913,58.32632471054025,2020-04-07
3.2536,72.9608,0.3416,-1.924,278.0788,5.55,277.6087519244703,61.27527831521255,2020-04-08
2.332,73.0208,0.1252,-1.6444,268.6252,3.7964,268.1793145309493,43.90957221296831,2020-04-09
2.3084,73.1624,0.0444,0.054,279.3524,3.8472,278.93681119813806,43.27876113442591,2020-04-10
2.6844,73.3476,0.0908,-0.5388,265.4924,4.5248,265.0821147020043,50.565267430232105,2020-04-11
2.342,73.268,0.0,-0.1628,266.7132,3.7216,266.31086414857066,44.007004567092466,2020-04-12
2.074,73.1844,0.0104,3.432,280.1908,3.5152,279.8539720480573,38.42078384118864,2020-04-13
2.1528,73.248,0.4208,3.8812,299.846,3.1808,299.4954538282134,39.85048739482654,2020-04-14
2.6488,73.2172,0.7428,2.6752,300.0224,3.9576,299.6442958303352,49.22562141763579,2020-04-15
2.7732,73.0368,0.0516,0.2932,276.962,5.082,276.5562218943966,51.85834655135546,2020-04-16
2.7296,72.9868,1.848,0.9696,301.4528,4.5872,301.0297643345762,50.88222663802349,2020-04-17
3.254,73.0488,2.3324,1.7468,295.6616,4.638,295.2666085686477,60.53740704097707,2020-04-18
3.0116,72.9468,0.4876,0.6776,291.7588,5.0076,291.3416947853525,56.168028267342976,2020-04-19
2.8076,72.988,4.21,-0.1248,288.6948,4.806,288.2603648476539,52.54686711118,2020-04-20
2.6484,72.8848,147.2432,1.7772,295.506,4.2028,295.11197273777367,49.154773754595126,2020-04-21
1.846,72.848,9.2268,0.3532,283.2584,3.1764,282.84498420309507,34.42308447424292,2020-04-22
2.2168,72.8652,4.0848,0.7092,293.6688,4.2032,293.2498079283432,41.29354839513165,2020-04-23
2.0704,72.8528,0.144,0.1488,278.0636,3.0464,277.6524302408961,38.638979446013934,2020-04-24
1.932,72.9192,2.5068,2.05,290.9788,2.7972,290.5974200080729,35.83962466282715,2020-04-25
2.0648,73.0792,5.88,2.894,306.2128,2.716,305.8321378923067,38.26981202381877,2020-04-26
2.356,73.2412,15.9656,3.3384,313.082,3.3784,312.7034345189703,43.693485150881614,2020-04-27
1.8116,73.2012,0.976,3.364,304.0332,2.7784,303.6661610768392,33.575790999193885,2020-04-28
1.7788,73.0772,0.5272,4.236,308.8192,2.8128,308.46599965773385,32.808573394184755,2020-04-29
1.9956,73.1196,4.0472,4.4656,315.7648,2.9444,315.40873548540776,36.79817669357483,2020-04-30
2.2492,73.0372,3.224,5.6088,305.3912,3.7572,305.07015251692417,41.25783825227145,2020-05-01
2.3604,73.034,20.9892,5.822,308.4064,3.3156,308.0863707751642,43.26263246742394,2020-05-02
2.6072,73.0592,129.0376,5.1264,309.5796,3.5252,309.24440385893956,47.9220897742788,2020-05-03
2.1496,73.098,18.0128,3.0164,307.1644,3.1904,306.78546188591747,39.834115131459704,2020-05-04
2.4716,72.9892,3.2776,3.352,295.444,3.79,295.0870638389022,45.677400268303366,2020-05-05
2.6268,72.9388,1.9728,2.3316,293.7812,4.338,293.4029014206619,48.691806759883235,2020-05-06
2.5132,72.9,4.2644,1.1868,296.54,4.2776,296.1295542089667,46.755572143026924,2020-05-07
2.4984,72.97,0.2476,1.388,273.82,3.8536,273.44580030857117,46.49076760727759,2020-05-08
2.3016,73.1032,0.5312,3.7548,291.8568,3.7528,291.5129104752306,42.540110903885314,2020-05-09
2.26,73.1524,7.1552,4.3716,302.5692,3.5912,302.22603194613095,41.70643729331872,2020-05-10
2.4232,73.1664,1.906,4.17,297.5144,3.3296,297.1727389823907,44.75923144725579,2020-05-11
2.6996,73.0888,0.282,4.3324,307.4352,4.4688,307.0856687344526,49.78261134603981,2020-05-12
2.0552,73.0184,0.0304,4.0172,310.534,3.2048,310.17400234522677,37.905954240498836,2020-05-13
2.4556,73.0496,0.056,4.4888,301.3816,4.078,301.0422399089699,45.23328961445677,2020-05-14
3.0052,72.9844,0.004,1.8276,295.0288,4.9096,294.63665724820714,55.84302939417693,2020-05-15
2.6808,72.9024,0.0,2.5604,275.618,3.9388,275.2681457148211,49.62676400939782,2020-05-16
2.7696,72.8696,0.0,2.6304,282.9664,3.9436,282.6087892487915,51.23454737684183,2020-05-17
3.2196,72.7676,0.0012,1.5508,290.7568,5.258,290.36352428845777,59.709428006317225,2020-05-18
2.7688,72.692,0.0,-1.0076,269.5264,4.4136,269.09709923233913,51.77795081808944,2020-05-19
2.2068,72.6748,0.0,-0.3704,267.1896,3.7056,266.78113845783463,41.16212595734103,2020-05-20
2.5656,72.744,0.0,0.7716,274.0232,4.346,273.6337866557882,47.700475704381574,2020-05-21
2.4988,72.8776,0.0,2.6,286.9628,4.1908,286.5994476235407,46.23521730308998,2020-05-22
2.9316,73.0092,0.0924,4.1572,306.8464,5.0196,306.49374342980377,54.03610313014245,2020-05-23
3.0096,72.9924,0.006,3.0652,305.4376,4.7064,305.0619376622847,55.68031874397583,2020-05-24
2.5936,72.9184,0.008,4.0192,308.6668,4.0644,308.309011239291,47.77030616855411,2020-05-25
2.8008,72.8992,0.3908,2.9836,321.774,5.1216,321.3762250816157,51.76646035307446,2020-05-26
2.5772,72.8644,1.446,2.4408,323.5928,4.9464,323.17895843725603,47.70475449518133,2020-05-27
2.61,72.8604,5.1412,4.6044,334.4328,3.8804,334.0588954870518,47.93292988992499,2020-05-28
3.2792,72.9168,12.8696,5.9964,330.1088,3.8772,329.7698684056203,59.968935524328,2020-05-29
2.5972,73.0136,3.3532,5.5412,328.2108,3.92,327.86433600768504,47.63747850214011,2020-05-30
3.0916,73.0532,13.8596,5.8268,337.1064,3.2776,336.7566914524361,56.67836576663222,2020-05-31
2.468,73.0088,9.358,6.5776,331.8012,2.9912,331.47233736061645,45.09702691609295,2020-06-01
2.6292,72.9324,0.2836,4.8972,309.7716,3.5196,309.4314465151581,48.28235753951196,2020-06-02
2.5064,72.8804,1.092,5.7692,323.6384,3.622,323.30148237357287,45.850659150830644,2020-06-03
2.682,72.8384,1.9732,5.4372,332.2984,3.742,331.9453849911762,49.0931475597886,2020-06-04
2.352,72.7424,5.2148,7.6968,343.2048,4.9388,342.8868175647324,42.64993053721369,2020-06-05
2.3924,72.7208,2.8464,7.248,328.2384,3.7292,327.9259720003899,43.43905761956827,2020-06-06
2.2104,72.766,1.122,7.8368,325.2564,3.882,324.95756490693026,40.0752574046328,2020-06-07
2.218,72.7852,0.8212,8.256,324.4712,3.4292,324.18046567912944,40.16373874400253,2020-06-08
2.46,72.8788,0.0704,8.4668,324.88,3.5668,324.5925358661978,44.56979389561389,2020-06-09
2.666,72.8764,0.0596,8.8748,330.978,4.34,330.69216159261646,48.23059514865078,2020-06-10
2.562,72.8212,0.0152,7.8488,327.9652,3.4036,327.6640926450063,46.48312916634329,2020-06-11
2.5828,72.7432,0.13,8.5832,323.3544,4.2472,323.07026221099676,46.68829522921426,2020-06-12
2.426,72.7836,0.6248,6.8676,331.9728,4.4244,331.64948648174357,44.14706797023722,2020-06-13
2.7104,72.8668,2.0304,6.85,333.914,4.618,333.58845005740244,49.381914114942525,2020-06-14
2.5848,72.7012,1.464,6.668,331.1796,4.2288,330.85314426007074,47.01708946283065,2020-06-15
2.506,72.5748,1.7844,6.7076,328.558,3.7148,328.23490324207324,45.49803850087018,2020-06-16
2.702,72.5936,2.4952,8.5732,351.1036,4.8492,350.79489474682475,48.74431043096712,2020-06-17
2.9892,72.6572,1.5772,10.0444,343.668,5.06,343.3910206658082,53.69227856346663,2020-06-18
2.6576,72.7672,1.0652,8.6068,335.7036,4.472,335.4090247806654,48.05225110417228,2020-06-19
2.894,72.812,3.2468,8.332,337.1128,4.64,336.8121051648391,52.40994741840243,2020-06-20
2.4128,72.7676,1.2348,8.7948,337.2116,3.928,336.91899103326585,43.597155170627424,2020-06-21
2.3228,72.7636,2.976,9.042,333.2312,3.624,332.94625665286077,41.931863414218554,2020-06-22
2.5488,72.9816,7.6172,11.6272,350.2496,3.6708,349.99224396433937,45.730588267789415,2020-06-23
2.9416,73.0088,16.6664,12.1908,350.906,4.8796,350.65643836150565,52.693593589845754,2020-06-24
3.0092,72.7576,9.2628,11.366,341.5984,4.694,341.3435632622817,53.874789788162566,2020-06-25
2.7728,72.6308,1.4116,9.824,341.8724,4.5244,341.59327062973944,49.825963348730546,2020-06-26
2.8632,72.628,0.8716,10.4508,340.7456,4.3588,340.47744956036485,51.334718352263074,2020-06-27
2.9552,72.678,0.846,10.4588,334.5076,4.4684,334.24448193783326,53.01918021051896,2020-06-28
2.7044,72.814,1.1032,10.4052,336.75,4.3932,336.48428470674315,48.61956463238812,2020-06-29
2.6336,72.9008,0.3928,9.544,329.848,3.2572,329.57420411976034,47.54757604640747,2020-06-30
2.2864,72.8208,1.7308,11.0656,332.9792,3.4784,332.7264102287812,41.01310126520094,2020-07-01
2.4452,72.6776,5.916,11.554,339.1576,3.6084,338.9073330549977,43.70028411417842,2020-07-02
2.5952,72.6952,7.5752,12.6256,340.5336,4.516,340.29741038428295,46.218334129487445,2020-07-03
2.686,72.6592,8.9388,10.58,340.408,4.7548,340.14213461641225,48.15642371526258,2020-07-04
2.7772,72.6272,9.1512,10.0272,348.158,4.3676,347.8771180103136,49.86674710929882,2020-07-05
2.5216,72.6256,4.9756,10.7512,341.7468,3.824,341.48254850217256,45.160793683385705,2020-07-06
2.6724,72.9044,25.6364,11.768,354.9232,4.0796,354.6645306534611,47.87383084757533,2020-07-07
2.43,72.9452,20.752,12.4736,356.6788,3.5116,356.4292375018941,43.44819802545141,2020-07-08
3.0736,72.636,3.2364,13.4188,349.1464,5.3916,348.91500727700924,54.54227230865639,2020-07-09
3.556,72.4632,5.0996,12.2408,352.4988,4.2612,352.24882831808577,63.21238216504338,2020-07-10
3.3472,72.4776,5.3544,12.1968,356.2776,5.3228,356.02430590746803,59.52169978606421,2020-07-11
2.7888,72.6252,4.1212,11.1544,343.4248,4.6384,343.16542591125346,49.87512475689497,2020-07-12
2.7372,72.6524,0.3164,11.3044,328.8408,4.4532,328.5946000118854,48.94481662048568,2020-07-13
2.5536,72.784,0.218,11.8508,340.674,4.4692,340.4269037588529,45.656811109077765,2020-07-14
2.582,72.8832,0.7396,11.5248,352.1596,3.362,351.89929778749513,46.2804433950533,2020-07-15
2.6828,72.8152,2.5572,12.4504,353.4068,3.36,353.1591960698734,47.88664357466597,2020-07-16
2.576,72.8876,2.196,13.118,353.058,3.0492,352.8199512719339,45.91869849356296,2020-07-17
2.9816,72.9024,3.3624,13.5928,346.9716,4.7288,346.74392306864803,53.07152275045932,2020-07-18
3.4008,72.682,5.9388,13.228,352.71,5.2308,352.47367977192715,60.427019614626445,2020-07-19
3.14,72.5068,4.8124,11.354,355.246,4.6496,354.98079696877915,56.025130230129236,2020-07-20
3.0616,72.7064,9.7132,10.7796,344.6348,5.1668,344.36875734166506,54.88747912797399,2020-07-21
2.6968,72.758,2.566,8.5808,342.7812,4.284,342.4799484720344,48.759363579249886,2020-07-22
2.2508,72.7428,2.002,9.8724,353.9148,3.3292,353.6266608514975,40.5013011648858,2020-07-23
2.6724,73.074,4.1576,11.5176,345.8164,3.3232,345.56067951711873,48.027410236604354,2020-07-24
2.532,73.2056,4.0684,12.4524,359.698,3.6492,359.44601737334966,45.43693398359876,2020-07-25
2.3736,73.1492,4.6116,12.9032,356.0728,3.9268,355.8297420658003,42.494543539475416,2020-07-26
2.9268,72.9272,3.1988,12.9084,355.894,4.1964,355.65113663294716,52.23850572126417,2020-07-27
3.1184,72.7716,10.2704,13.2528,350.1424,4.7404,349.9081329683053,55.472705906410205,2020-07-28
3.3268,72.8248,14.2788,12.712,346.4376,4.5548,346.19850675470036,59.33520271595343,2020-07-29
2.5408,72.9432,23.3192,11.8372,352.074,3.638,351.81843392053554,45.52949183150247,2020-07-30
2.3476,72.848,10.2236,12.7892,356.0984,3.7928,355.8537276366652,41.87269376698178,2020-07-31
3.0448,72.8176,1.8304,13.2172,352.0848,4.0972,351.8487527295275,54.20442273087655,2020-08-01
2.7168,72.658,0.1088,12.8652,343.0132,3.3896,342.7785451682634,48.31865745329308,2020-08-02
2.8492,72.4124,1.7204,13.4836,344.8876,4.2196,344.65987471122526,50.39316598753023,2020-08-03
2.2408,72.366,1.8668,12.7848,356.1724,3.65,355.9276149019487,39.70393157520274,2020-08-04
2.4132,72.5888,0.9248,12.1576,357.3668,3.9336,357.1121556224293,42.984557271610385,2020-08-05
2.564,72.8628,2.3288,13.1348,356.3792,4.414,356.13914319063923,45.68655928781847,2020-08-06
2.4112,72.954,0.8152,12.9492,361.7588,3.3392,361.51251195423094,43.04558013926396,2020-08-07
2.4608,72.7408,2.1996,14.1276,356.3024,4.23,356.0756151688442,43.622996290279715,2020-08-08
3.046,72.6756,5.5364,14.3136,350.1708,4.9768,349.95025987920974,53.91362453147183,2020-08-09
3.1496,72.7716,5.4744,13.2048,356.5428,3.7208,356.30359415958554,56.037109189309085,2020-08-10
2.792,72.7056,8.834,13.3848,356.53,3.316,356.293254086747,49.59852560245074,2020-08-11
3.172,72.5992,5.1936,14.3884,355.8324,4.7228,355.60924313167664,56.070189881808446,2020-08-12
2.7724,72.6596,15.5784,12.744,347.6432,4.7068,347.4037157503152,49.32950037214471,2020-08-13
2.0008,72.6376,5.05,12.6872,349.7796,2.9536,349.53785573149656,35.59666250571689,2020-08-14
2.4764,72.5952,3.7068,13.0088,352.2352,3.9644,351.9962143568029,43.982960697583685,2020-08-15
2.7012,72.6732,3.0012,13.1172,350.4172,2.4624,350.18092099354783,48.00896016424,2020-08-16
2.3372,72.7416,2.582,13.442,353.6132,3.4872,353.3791575510008,41.53149157287247,2020-08-17
2.8,72.7036,7.3412,13.7816,347.104,4.3488,346.87867596568697,49.67048860798186,2020-08-18
2.6484,72.6536,12.6216,12.5184,345.6084,3.5052,345.36720657456135,47.15648006975877,2020-08-19
2.5504,72.8488,16.5956,11.318,349.7456,3.8748,349.4839558898409,45.72567734547962,2020-08-20
2.3624,73.0008,7.8272,11.4512,351.9128,3.748,351.6515656458675,42.4235679746108,2020-08-21
2.3708,72.9396,5.7076,11.7812,349.9572,3.3556,349.70234493239684,42.48945432626067,2020-08-22
2.3012,72.874,1.194,11.3212,344.8812,2.778,344.62324296513145,41.27162167041421,2020-08-23
2.5828,72.9096,0.9304,12.4724,349.2404,3.354,348.9960251360814,46.15790555208072,2020-08-24
2.2504,73.022,1.3984,12.4176,347.4832,3.1324,347.2392855720372,40.28722705024638,2020-08-25
2.5732,73.0572,3.988,12.6504,349.6076,4.1336,349.3654625555656,46.05073844837209,2020-08-26
2.4824,72.9556,2.7048,11.9352,347.8884,4.0656,347.63730105636284,44.47526958554316,2020-08-27
2.7068,72.8116,6.5012,11.9476,345.9208,4.4804,345.67130034704894,48.3978474074283,2020-08-28
2.7152,72.8524,3.7308,12.046,341.6184,4.1984,341.3734020663007,48.5584844162902,2020-08-29
3.066,72.9656,1.1992,11.52,340.0124,3.8564,339.76100643849753,55.01884538584136,2020-08-30
2.4664,73.0968,0.0516,10.4108,325.296,3.836,325.0394068224551,44.51214763147908,2020-08-31
2.3344,73.1224,0.0004,10.264,324.3556,3.256,324.09753612130646,42.16647309655132,2020-09-01
1.9588,73.2604,0.1764,12.2004,339.144,3.3632,338.90293709276403,35.208194941236,2020-09-02
2.6012,73.332,0.2976,11.9788,344.2544,4.294,344.0065501201058,46.83699825645093,2020-09-03
2.2824,73.2316,0.0324,11.8528,330.48,3.8796,330.2403253926802,41.05858892623188,2020-09-04
2.3592,73.0392,0.856,10.926,329.8996,4.6588,329.6471003897712,42.466756114229845,2020-09-05
2.556,72.9576,1.956,11.5052,338.6988,4.462,338.4481623128098,45.86433825002834,2020-09-06
2.6404,73.0044,0.2732,11.0576,326.4556,4.5132,326.2076471699693,47.48385146217526,2020-09-07
2.2124,73.0528,1.124,10.3464,320.8704,3.9632,320.6163402101966,39.91313424325391,2020-09-08
2.2372,73.0624,0.134,9.394,307.2468,4.148,306.9894943883525,40.50191150912299,2020-09-09
2.3276,72.8472,0.0,7.0844,308.2728,4.2632,307.9764699314282,42.36065154126639,2020-09-10
2.2384,72.9116,0.0,4.9392,309.0732,3.8,308.73468745861027,41.08781702274247,2020-09-11
2.202,73.1204,0.1996,5.0504,311.0436,3.878,310.7052458414825,40.51921173676481,2020-09-12
2.2068,73.13,0.764,7.7272,317.3912,4.2604,317.09766964624885,40.225821909736105,2020-09-13
2.5036,73.0312,1.0128,10.0732,326.3372,4.5376,326.0746333760735,45.196772106759354,2020-09-14
2.5712,72.9712,2.5568,9.1732,329.632,5.008,329.35231732887394,46.52684936787567,2020-09-15
